,original_index,image_path,mask_path,valid
0,3000,c40c059e-4466-4257-bcec-3ceff2ed5d4a-b15-otovowms.jpeg,c40c059e-4466-4257-bcec-3ceff2ed5d4a,True
1,3001,0ff4eee8-c7d3-40fc-a5a1-b8077d96d8fb-b15-otovowms.jpeg,0ff4eee8-c7d3-40fc-a5a1-b8077d96d8fb,True
2,3002,dbabb5db-7e8e-419f-96ed-8f21786b87f7-b15-otovowms.jpeg,dbabb5db-7e8e-419f-96ed-8f21786b87f7,True
3,3003,87b9fb55-b60f-413e-ba44-5aa19e698f21-b15-otovowms.jpeg,87b9fb55-b60f-413e-ba44-5aa19e698f21,True
4,3004,cb1bd640-a026-45d7-a650-a6fb924b17d0-b15-otovowms.jpeg,cb1bd640-a026-45d7-a650-a6fb924b17d0,True
5,3005,ee660427-35a6-4d35-a5c0-c012523da6d7-b15-otovowms.jpeg,ee660427-35a6-4d35-a5c0-c012523da6d7,True
6,3006,d715f1b9-20dd-47f9-b810-f283de843255-b15-otovowms.jpeg,d715f1b9-20dd-47f9-b810-f283de843255,True
7,3007,563c7bca-466e-48ef-9b2d-2204dd97a27b-b15-otovowms.jpeg,563c7bca-466e-48ef-9b2d-2204dd97a27b,True
8,3008,f6b575de-e307-4b76-b921-3447ed0e2034-b15-otovowms.jpeg,f6b575de-e307-4b76-b921-3447ed0e2034,True
9,3009,67638a82-53dc-40c0-a7b9-a91dae8138ad-b15-otovowms.jpeg,67638a82-53dc-40c0-a7b9-a91dae8138ad,False
10,3010,5311fc59-58aa-48dc-8b7c-9d65ffc19bdb-b15-otovowms.jpeg,5311fc59-58aa-48dc-8b7c-9d65ffc19bdb,True
11,3011,b8cd72b8-575d-47c3-b387-9d164f4679fc-b15-otovowms.jpeg,b8cd72b8-575d-47c3-b387-9d164f4679fc,True
12,3012,04bcf688-de5a-47cc-bfcd-6b7689d7b00c-b15-otovowms.jpeg,04bcf688-de5a-47cc-bfcd-6b7689d7b00c,True
13,3013,ac91fe3d-cf50-4f1c-b0fe-4bc107009cc3-b15-otovowms.jpeg,ac91fe3d-cf50-4f1c-b0fe-4bc107009cc3,True
